"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 07 18:18:51 GMT 2023","Fri Apr 07 18:18:52 GMT 2023","934","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_logout",""
"passed","Fri Apr 07 18:15:33 GMT 2023","Fri Apr 07 18:15:44 GMT 2023","11109","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_multi_page_list",""
"passed","Fri Apr 07 18:16:12 GMT 2023","Fri Apr 07 18:16:21 GMT 2023","8565","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_article_del",""
"passed","Fri Apr 07 18:15:20 GMT 2023","Fri Apr 07 18:15:22 GMT 2023","2464","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_registration",""
"broken","Fri Apr 07 18:18:45 GMT 2023","Fri Apr 07 18:18:50 GMT 2023","5058","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_import_data_from_file",""
"passed","Fri Apr 07 18:16:02 GMT 2023","Fri Apr 07 18:16:11 GMT 2023","8606","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_comment",""
"passed","Fri Apr 07 18:15:18 GMT 2023","Fri Apr 07 18:15:18 GMT 2023","60","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_accept_cookie",""
"passed","Fri Apr 07 18:15:23 GMT 2023","Fri Apr 07 18:15:24 GMT 2023","873","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_login",""
"passed","Fri Apr 07 18:15:52 GMT 2023","Fri Apr 07 18:16:01 GMT 2023","8360","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_mod_article_title",""
"passed","Fri Apr 07 18:15:26 GMT 2023","Fri Apr 07 18:15:32 GMT 2023","6032","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_data_listing",""
"passed","Fri Apr 07 18:15:46 GMT 2023","Fri Apr 07 18:15:51 GMT 2023","5518","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_article",""
"passed","Fri Apr 07 18:16:22 GMT 2023","Fri Apr 07 18:18:44 GMT 2023","141435","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_saving_data_interface",""
