"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Apr 12 14:11:49 GMT 2023","Wed Apr 12 14:11:58 GMT 2023","9141","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk címének módosítása",""
"passed","Wed Apr 12 14:11:17 GMT 2023","Wed Apr 12 14:11:29 GMT 2023","11772","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Wed Apr 12 14:12:23 GMT 2023","Wed Apr 12 14:12:29 GMT 2023","6082","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése csv fájlba",""
"broken","Wed Apr 12 14:10:52 GMT 2023","Wed Apr 12 14:10:57 GMT 2023","5186","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása","Sütik elfogadása"
"broken","Wed Apr 12 14:11:31 GMT 2023","Wed Apr 12 14:11:37 GMT 2023","6095","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"broken","Wed Apr 12 14:12:12 GMT 2023","Wed Apr 12 14:12:21 GMT 2023","9304","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
"passed","Wed Apr 12 14:12:53 GMT 2023","Wed Apr 12 14:12:59 GMT 2023","6287","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
"broken","Wed Apr 12 14:11:39 GMT 2023","Wed Apr 12 14:11:48 GMT 2023","9290","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
"passed","Wed Apr 12 14:11:08 GMT 2023","Wed Apr 12 14:11:14 GMT 2023","6030","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés megfelelő adatokkal","Regisztrációnál létrehozott felhasználóval bejelentkezés"
"passed","Wed Apr 12 14:10:59 GMT 2023","Wed Apr 12 14:11:07 GMT 2023","7949","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal","Regisztrációhoz szükséges adatokat az adatok.py fájlból származnak."
"broken","Wed Apr 12 14:12:01 GMT 2023","Wed Apr 12 14:12:10 GMT 2023","9239","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
"passed","Wed Apr 12 14:12:30 GMT 2023","Wed Apr 12 14:12:51 GMT 2023","21228","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
