"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 16:22:32 GMT 2023","Fri Apr 14 16:22:45 GMT 2023","13031","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése txt fájlba",""
"passed","Fri Apr 14 16:22:04 GMT 2023","Fri Apr 14 16:22:16 GMT 2023","12100","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
"passed","Fri Apr 14 16:22:17 GMT 2023","Fri Apr 14 16:22:31 GMT 2023","13606","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
"passed","Fri Apr 14 16:20:54 GMT 2023","Fri Apr 14 16:21:04 GMT 2023","9480","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal",""
"passed","Fri Apr 14 16:21:51 GMT 2023","Fri Apr 14 16:22:03 GMT 2023","11206","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk szövegének módosítása",""
"passed","Fri Apr 14 16:21:24 GMT 2023","Fri Apr 14 16:21:40 GMT 2023","16152","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Fri Apr 14 16:22:46 GMT 2023","Fri Apr 14 16:23:12 GMT 2023","26337","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
"passed","Fri Apr 14 16:21:41 GMT 2023","Fri Apr 14 16:21:50 GMT 2023","8871","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
"passed","Fri Apr 14 16:23:13 GMT 2023","Fri Apr 14 16:23:19 GMT 2023","5963","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
"passed","Fri Apr 14 16:21:05 GMT 2023","Fri Apr 14 16:21:11 GMT 2023","5860","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés megfelelő adatokkal",""
"passed","Fri Apr 14 16:21:12 GMT 2023","Fri Apr 14 16:21:23 GMT 2023","11102","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Fri Apr 14 16:20:48 GMT 2023","Fri Apr 14 16:20:53 GMT 2023","5079","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása",""
