"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 17:50:32 GMT 2023","Wed Apr 12 17:50:38 GMT 2023","5999","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_login",""
"passed","Wed Apr 12 17:51:59 GMT 2023","Wed Apr 12 17:52:20 GMT 2023","21053","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_import_data_from_file",""
"passed","Wed Apr 12 17:51:00 GMT 2023","Wed Apr 12 17:51:09 GMT 2023","9264","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_article",""
"passed","Wed Apr 12 17:51:24 GMT 2023","Wed Apr 12 17:51:37 GMT 2023","12543","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_comment",""
"passed","Wed Apr 12 17:51:11 GMT 2023","Wed Apr 12 17:51:23 GMT 2023","12261","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_mod_article_title",""
"broken","Wed Apr 12 17:50:53 GMT 2023","Wed Apr 12 17:50:59 GMT 2023","6037","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_multi_page_list",""
"passed","Wed Apr 12 17:51:38 GMT 2023","Wed Apr 12 17:51:50 GMT 2023","12286","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_article_del",""
"passed","Wed Apr 12 17:50:17 GMT 2023","Wed Apr 12 17:50:22 GMT 2023","5105","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_accept_cookie",""
"passed","Wed Apr 12 17:51:52 GMT 2023","Wed Apr 12 17:51:58 GMT 2023","6014","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_saving_data_interface",""
"passed","Wed Apr 12 17:50:40 GMT 2023","Wed Apr 12 17:50:51 GMT 2023","11739","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_data_listing",""
"passed","Wed Apr 12 17:52:22 GMT 2023","Wed Apr 12 17:52:28 GMT 2023","6234","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_logout",""
"passed","Wed Apr 12 17:50:23 GMT 2023","Wed Apr 12 17:50:31 GMT 2023","7677","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_registration",""
