"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 10:05:09 GMT 2023","Fri Apr 14 10:05:14 GMT 2023","5087","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása",""
"passed","Fri Apr 14 10:05:15 GMT 2023","Fri Apr 14 10:05:25 GMT 2023","9480","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal",""
"passed","Fri Apr 14 10:06:26 GMT 2023","Fri Apr 14 10:06:38 GMT 2023","11677","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
"passed","Fri Apr 14 10:06:39 GMT 2023","Fri Apr 14 10:06:53 GMT 2023","14145","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
"passed","Fri Apr 14 10:05:33 GMT 2023","Fri Apr 14 10:05:44 GMT 2023","11098","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Fri Apr 14 10:06:14 GMT 2023","Fri Apr 14 10:06:25 GMT 2023","11409","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk szövegének módosítása",""
"passed","Fri Apr 14 10:05:45 GMT 2023","Fri Apr 14 10:06:01 GMT 2023","16174","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Fri Apr 14 10:05:26 GMT 2023","Fri Apr 14 10:05:32 GMT 2023","5895","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés megfelelő adatokkal",""
"passed","Fri Apr 14 10:07:19 GMT 2023","Fri Apr 14 10:07:25 GMT 2023","5982","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
"broken","Fri Apr 14 10:07:08 GMT 2023","Fri Apr 14 10:07:18 GMT 2023","10085","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
"passed","Fri Apr 14 10:06:54 GMT 2023","Fri Apr 14 10:07:07 GMT 2023","13081","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése csv fájlba",""
"passed","Fri Apr 14 10:06:03 GMT 2023","Fri Apr 14 10:06:12 GMT 2023","9065","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
