"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 12:27:12 GMT 2023","Wed Apr 12 12:27:27 GMT 2023","15269","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
"passed","Wed Apr 12 12:23:57 GMT 2023","Wed Apr 12 12:23:57 GMT 2023","856","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés megfelelő adatokkal","Regisztrációnál létrehozott felhasználóval bejelentkezés"
"broken","Wed Apr 12 12:24:18 GMT 2023","Wed Apr 12 12:24:22 GMT 2023","4040","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
"passed","Wed Apr 12 12:23:52 GMT 2023","Wed Apr 12 12:23:52 GMT 2023","120","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása","Sütik elfogadása"
"passed","Wed Apr 12 12:27:29 GMT 2023","Wed Apr 12 12:27:30 GMT 2023","914","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
"broken","Wed Apr 12 12:24:24 GMT 2023","Wed Apr 12 12:24:28 GMT 2023","3974","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk címének módosítása",""
"broken","Wed Apr 12 12:24:29 GMT 2023","Wed Apr 12 12:24:33 GMT 2023","4011","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
"passed","Wed Apr 12 12:23:53 GMT 2023","Wed Apr 12 12:23:55 GMT 2023","2530","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal","Regisztrációhoz szükséges adatokat az adatok.py fájlból származnak."
"broken","Wed Apr 12 12:24:34 GMT 2023","Wed Apr 12 12:24:38 GMT 2023","4024","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
"passed","Wed Apr 12 12:23:59 GMT 2023","Wed Apr 12 12:24:05 GMT 2023","5997","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Wed Apr 12 12:24:06 GMT 2023","Wed Apr 12 12:24:17 GMT 2023","11122","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Wed Apr 12 12:24:39 GMT 2023","Wed Apr 12 12:27:11 GMT 2023","151404","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése csv fájlba",""
