"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 07 19:09:30 GMT 2023","Fri Apr 07 19:09:46 GMT 2023","15882","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_import_data_from_file",""
"passed","Fri Apr 07 19:08:40 GMT 2023","Fri Apr 07 19:08:47 GMT 2023","6586","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_data_listing",""
"passed","Fri Apr 07 19:08:38 GMT 2023","Fri Apr 07 19:08:39 GMT 2023","909","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_login",""
"passed","Fri Apr 07 19:09:18 GMT 2023","Fri Apr 07 19:09:26 GMT 2023","8904","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_article_del",""
"passed","Fri Apr 07 19:08:48 GMT 2023","Fri Apr 07 19:08:49 GMT 2023","945","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_multi_page_list",""
"passed","Fri Apr 07 19:09:07 GMT 2023","Fri Apr 07 19:09:16 GMT 2023","8926","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_comment",""
"passed","Fri Apr 07 19:09:28 GMT 2023","Fri Apr 07 19:09:29 GMT 2023","937","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_saving_data_interface",""
"passed","Fri Apr 07 19:08:34 GMT 2023","Fri Apr 07 19:08:37 GMT 2023","2820","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_registration",""
"passed","Fri Apr 07 19:08:32 GMT 2023","Fri Apr 07 19:08:33 GMT 2023","192","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_accept_cookie",""
"passed","Fri Apr 07 19:08:57 GMT 2023","Fri Apr 07 19:09:06 GMT 2023","8518","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_mod_article_title",""
"passed","Fri Apr 07 19:08:50 GMT 2023","Fri Apr 07 19:08:56 GMT 2023","5754","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_article",""
"passed","Fri Apr 07 19:09:47 GMT 2023","Fri Apr 07 19:09:48 GMT 2023","1084","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_logout",""
