"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 17:08:14 GMT 2023","Fri Apr 14 17:08:25 GMT 2023","11297","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk szövegének módosítása",""
"passed","Fri Apr 14 17:07:42 GMT 2023","Fri Apr 14 17:08:03 GMT 2023","21123","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Fri Apr 14 17:07:06 GMT 2023","Fri Apr 14 17:07:11 GMT 2023","5078","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása",""
"passed","Fri Apr 14 17:07:30 GMT 2023","Fri Apr 14 17:07:41 GMT 2023","11068","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Fri Apr 14 17:07:23 GMT 2023","Fri Apr 14 17:07:29 GMT 2023","5834","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés megfelelő adatokkal",""
"passed","Fri Apr 14 17:08:55 GMT 2023","Fri Apr 14 17:09:08 GMT 2023","13017","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése txt fájlba",""
"passed","Fri Apr 14 17:08:40 GMT 2023","Fri Apr 14 17:08:54 GMT 2023","14083","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
"passed","Fri Apr 14 17:09:36 GMT 2023","Fri Apr 14 17:09:42 GMT 2023","5967","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
"passed","Fri Apr 14 17:07:12 GMT 2023","Fri Apr 14 17:07:22 GMT 2023","9464","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal",""
"passed","Fri Apr 14 17:08:04 GMT 2023","Fri Apr 14 17:08:13 GMT 2023","8889","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
"passed","Fri Apr 14 17:09:09 GMT 2023","Fri Apr 14 17:09:35 GMT 2023","26319","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
"passed","Fri Apr 14 17:08:26 GMT 2023","Fri Apr 14 17:08:39 GMT 2023","12084","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
