"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 17:11:49 GMT 2023","Wed Apr 12 17:12:01 GMT 2023","11646","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_comment",""
"passed","Wed Apr 12 17:12:16 GMT 2023","Wed Apr 12 17:14:42 GMT 2023","146426","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_saving_data_interface",""
"passed","Wed Apr 12 17:11:26 GMT 2023","Wed Apr 12 17:11:35 GMT 2023","9029","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_article",""
"passed","Wed Apr 12 17:15:05 GMT 2023","Wed Apr 12 17:15:11 GMT 2023","5958","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_logout",""
"passed","Wed Apr 12 17:11:09 GMT 2023","Wed Apr 12 17:11:25 GMT 2023","16194","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_multi_page_list",""
"passed","Wed Apr 12 17:10:34 GMT 2023","Wed Apr 12 17:10:39 GMT 2023","5137","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_accept_cookie",""
"passed","Wed Apr 12 17:14:44 GMT 2023","Wed Apr 12 17:15:04 GMT 2023","20391","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_import_data_from_file",""
"passed","Wed Apr 12 17:12:02 GMT 2023","Wed Apr 12 17:12:14 GMT 2023","12035","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_article_del",""
"passed","Wed Apr 12 17:10:49 GMT 2023","Wed Apr 12 17:10:55 GMT 2023","5897","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_login",""
"passed","Wed Apr 12 17:10:57 GMT 2023","Wed Apr 12 17:11:08 GMT 2023","11085","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_data_listing",""
"failed","Wed Apr 12 17:11:37 GMT 2023","Wed Apr 12 17:11:48 GMT 2023","11343","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_mod_article_title",""
"passed","Wed Apr 12 17:10:41 GMT 2023","Wed Apr 12 17:10:48 GMT 2023","7512","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_registration",""
