"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 14 16:54:36 GMT 2023","Fri Apr 14 16:54:48 GMT 2023","11873","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Fri Apr 14 16:55:20 GMT 2023","Fri Apr 14 16:55:33 GMT 2023","12525","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
"passed","Fri Apr 14 16:55:34 GMT 2023","Fri Apr 14 16:55:48 GMT 2023","14330","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
"passed","Fri Apr 14 16:55:07 GMT 2023","Fri Apr 14 16:55:19 GMT 2023","11755","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk szövegének módosítása",""
"passed","Fri Apr 14 16:54:29 GMT 2023","Fri Apr 14 16:54:35 GMT 2023","5955","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés megfelelő adatokkal",""
"passed","Fri Apr 14 16:54:18 GMT 2023","Fri Apr 14 16:54:28 GMT 2023","9596","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal",""
"passed","Fri Apr 14 16:54:12 GMT 2023","Fri Apr 14 16:54:17 GMT 2023","5103","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása",""
"passed","Fri Apr 14 16:56:03 GMT 2023","Fri Apr 14 16:56:31 GMT 2023","27031","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
"broken","Fri Apr 14 16:54:49 GMT 2023","Fri Apr 14 16:54:55 GMT 2023","5986","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Fri Apr 14 16:54:57 GMT 2023","Fri Apr 14 16:55:06 GMT 2023","9196","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
"passed","Fri Apr 14 16:56:32 GMT 2023","Fri Apr 14 16:56:38 GMT 2023","6526","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
"passed","Fri Apr 14 16:55:49 GMT 2023","Fri Apr 14 16:56:02 GMT 2023","13117","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése txt fájlba",""
