"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Apr 07 18:05:34 GMT 2023","Fri Apr 07 18:05:39 GMT 2023","5502","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_data_listing",""
"broken","Fri Apr 07 18:06:08 GMT 2023","Fri Apr 07 18:06:14 GMT 2023","5529","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_article_del",""
"broken","Fri Apr 07 18:06:01 GMT 2023","Fri Apr 07 18:06:07 GMT 2023","5510","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_comment",""
"broken","Fri Apr 07 18:05:48 GMT 2023","Fri Apr 07 18:05:53 GMT 2023","5520","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_article",""
"broken","Fri Apr 07 18:05:54 GMT 2023","Fri Apr 07 18:06:00 GMT 2023","5522","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_mod_article_title",""
"broken","Fri Apr 07 18:05:27 GMT 2023","Fri Apr 07 18:05:32 GMT 2023","5514","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_login",""
"passed","Fri Apr 07 18:05:23 GMT 2023","Fri Apr 07 18:05:25 GMT 2023","2669","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_registration",""
"broken","Fri Apr 07 18:05:41 GMT 2023","Fri Apr 07 18:05:46 GMT 2023","5499","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_multi_page_list",""
"passed","Fri Apr 07 18:05:21 GMT 2023","Fri Apr 07 18:05:21 GMT 2023","72","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_accept_cookie",""
"broken","Fri Apr 07 18:06:15 GMT 2023","Fri Apr 07 18:06:21 GMT 2023","5532","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_saving_data_interface",""
"broken","Fri Apr 07 18:06:28 GMT 2023","Fri Apr 07 18:06:34 GMT 2023","5528","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_logout",""
"broken","Fri Apr 07 18:06:22 GMT 2023","Fri Apr 07 18:06:27 GMT 2023","5065","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_import_data_from_file",""
