"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 13 08:03:15 GMT 2023","Thu Apr 13 08:03:35 GMT 2023","20400","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
"passed","Thu Apr 13 08:01:41 GMT 2023","Thu Apr 13 08:01:47 GMT 2023","5852","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés megfelelő adatokkal",""
"passed","Thu Apr 13 08:02:41 GMT 2023","Thu Apr 13 08:02:53 GMT 2023","12137","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
"passed","Thu Apr 13 08:01:32 GMT 2023","Thu Apr 13 08:01:40 GMT 2023","7554","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal",""
"passed","Thu Apr 13 08:02:29 GMT 2023","Thu Apr 13 08:02:40 GMT 2023","11347","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk szövegének módosítása",""
"passed","Thu Apr 13 08:02:18 GMT 2023","Thu Apr 13 08:02:27 GMT 2023","9006","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
"passed","Thu Apr 13 08:02:01 GMT 2023","Thu Apr 13 08:02:17 GMT 2023","16160","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Thu Apr 13 08:01:26 GMT 2023","Thu Apr 13 08:01:31 GMT 2023","5188","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása",""
"passed","Thu Apr 13 08:03:08 GMT 2023","Thu Apr 13 08:03:14 GMT 2023","6069","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése csv fájlba",""
"passed","Thu Apr 13 08:03:37 GMT 2023","Thu Apr 13 08:03:43 GMT 2023","5974","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
"passed","Thu Apr 13 08:01:48 GMT 2023","Thu Apr 13 08:02:00 GMT 2023","11505","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Thu Apr 13 08:02:55 GMT 2023","Thu Apr 13 08:03:07 GMT 2023","12050","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
