"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 04 12:04:44 GMT 2023","Thu May 04 12:04:54 GMT 2023","9465","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal",""
"passed","Thu May 04 12:05:14 GMT 2023","Thu May 04 12:05:35 GMT 2023","21197","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Thu May 04 12:06:12 GMT 2023","Thu May 04 12:06:26 GMT 2023","13695","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
"passed","Thu May 04 12:04:55 GMT 2023","Thu May 04 12:05:01 GMT 2023","5889","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"passed","Thu May 04 12:07:09 GMT 2023","Thu May 04 12:07:15 GMT 2023","5986","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
"passed","Thu May 04 12:05:59 GMT 2023","Thu May 04 12:06:11 GMT 2023","12120","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
"passed","Thu May 04 12:06:41 GMT 2023","Thu May 04 12:07:08 GMT 2023","26413","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
"passed","Thu May 04 12:06:27 GMT 2023","Thu May 04 12:06:40 GMT 2023","13047","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése txt fájlba",""
"passed","Thu May 04 12:05:02 GMT 2023","Thu May 04 12:05:13 GMT 2023","11091","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Thu May 04 12:05:36 GMT 2023","Thu May 04 12:05:45 GMT 2023","8922","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
"passed","Thu May 04 12:04:38 GMT 2023","Thu May 04 12:04:43 GMT 2023","5089","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása",""
"passed","Thu May 04 12:05:46 GMT 2023","Thu May 04 12:05:58 GMT 2023","11849","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk szövegének módosítása",""
