"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 21 14:35:56 GMT 2023","Fri Apr 21 14:36:06 GMT 2023","9685","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Regisztráció megfelelő adatokkal",""
"passed","Fri Apr 21 14:36:49 GMT 2023","Fri Apr 21 14:36:58 GMT 2023","8948","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Cikk létrehozása",""
"passed","Fri Apr 21 14:37:53 GMT 2023","Fri Apr 21 14:38:20 GMT 2023","26391","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból (többszöri regisztráció)",""
"passed","Fri Apr 21 14:35:49 GMT 2023","Fri Apr 21 14:35:55 GMT 2023","5209","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Adatkezelés elfogadása",""
"passed","Fri Apr 21 14:36:26 GMT 2023","Fri Apr 21 14:36:48 GMT 2023","21152","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Fri Apr 21 14:36:14 GMT 2023","Fri Apr 21 14:36:25 GMT 2023","11217","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Egyik felhasználó cikkeinek kilistázása/lista bejárása",""
"passed","Fri Apr 21 14:37:11 GMT 2023","Fri Apr 21 14:37:23 GMT 2023","12167","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk hozzászólása",""
"passed","Fri Apr 21 14:37:24 GMT 2023","Fri Apr 21 14:37:38 GMT 2023","13699","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk törlése",""
"passed","Fri Apr 21 14:36:07 GMT 2023","Fri Apr 21 14:36:13 GMT 2023","5892","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"passed","Fri Apr 21 14:36:59 GMT 2023","Fri Apr 21 14:37:10 GMT 2023","11354","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Saját cikk szövegének módosítása",""
"passed","Fri Apr 21 14:37:39 GMT 2023","Fri Apr 21 14:37:52 GMT 2023","13088","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Bejelentkezést követően az első oldalon lévő cikkek szerzőinek a kigyűjtése txt fájlba",""
"passed","Fri Apr 21 14:38:21 GMT 2023","Fri Apr 21 14:38:27 GMT 2023","5979","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","Kijelentkezés",""
