"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 11 06:58:47 GMT 2023","Tue Apr 11 06:58:47 GMT 2023","456","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_accept_cookie",""
"passed","Tue Apr 11 06:58:53 GMT 2023","Tue Apr 11 06:58:54 GMT 2023","938","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_login",""
"passed","Tue Apr 11 06:59:13 GMT 2023","Tue Apr 11 06:59:21 GMT 2023","8166","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_mod_article_title",""
"passed","Tue Apr 11 06:59:06 GMT 2023","Tue Apr 11 06:59:12 GMT 2023","5727","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_article",""
"passed","Tue Apr 11 06:59:04 GMT 2023","Tue Apr 11 06:59:05 GMT 2023","959","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_multi_page_list",""
"passed","Tue Apr 11 06:59:23 GMT 2023","Tue Apr 11 06:59:32 GMT 2023","8904","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_comment",""
"passed","Tue Apr 11 06:59:33 GMT 2023","Tue Apr 11 06:59:42 GMT 2023","8872","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_article_del",""
"passed","Tue Apr 11 06:59:43 GMT 2023","Tue Apr 11 06:59:44 GMT 2023","939","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_saving_data_interface",""
"passed","Tue Apr 11 06:58:49 GMT 2023","Tue Apr 11 06:58:52 GMT 2023","3425","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_registration",""
"passed","Tue Apr 11 07:00:03 GMT 2023","Tue Apr 11 07:00:04 GMT 2023","1060","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_logout",""
"passed","Tue Apr 11 06:59:46 GMT 2023","Tue Apr 11 07:00:02 GMT 2023","15889","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_import_data_from_file",""
"passed","Tue Apr 11 06:58:56 GMT 2023","Tue Apr 11 06:59:02 GMT 2023","6636","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_data_listing",""
