"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 12 17:35:14 GMT 2023","Wed Apr 12 17:35:19 GMT 2023","5085","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_accept_cookie",""
"passed","Wed Apr 12 17:39:44 GMT 2023","Wed Apr 12 17:39:50 GMT 2023","5990","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_logout",""
"passed","Wed Apr 12 17:36:06 GMT 2023","Wed Apr 12 17:36:15 GMT 2023","9078","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_article",""
"passed","Wed Apr 12 17:35:48 GMT 2023","Wed Apr 12 17:36:04 GMT 2023","16173","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_multi_page_list",""
"passed","Wed Apr 12 17:36:17 GMT 2023","Wed Apr 12 17:36:28 GMT 2023","10998","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_mod_article_title",""
"passed","Wed Apr 12 17:36:42 GMT 2023","Wed Apr 12 17:36:54 GMT 2023","11691","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_article_del",""
"passed","Wed Apr 12 17:36:29 GMT 2023","Wed Apr 12 17:36:41 GMT 2023","11762","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_new_comment",""
"passed","Wed Apr 12 17:35:20 GMT 2023","Wed Apr 12 17:35:27 GMT 2023","7479","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_registration",""
"passed","Wed Apr 12 17:36:55 GMT 2023","Wed Apr 12 17:39:21 GMT 2023","146438","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_saving_data_interface",""
"passed","Wed Apr 12 17:35:36 GMT 2023","Wed Apr 12 17:35:47 GMT 2023","11050","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_data_listing",""
"passed","Wed Apr 12 17:39:22 GMT 2023","Wed Apr 12 17:39:43 GMT 2023","20430","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_import_data_from_file",""
"passed","Wed Apr 12 17:35:29 GMT 2023","Wed Apr 12 17:35:35 GMT 2023","5916","vizsgaremek_automata_teszt","test_Conduit","TestConduit","","","test_login",""
